user_id,topic_id,status,last_update_time,last_seeded_time,first_update_time
10126551,5883694,16777473,2026-07-30 14:47:22,2026-07-10 11:05:01,2024-06-07 22:43:21
10126551,6105156,16777473,2026-07-30 14:47:22,2026-07-30 04:05:01,2024-05-31 10:49:01
10126551,6161436,16777473,2026-07-30 14:47:22,2026-07-27 03:05:01,2024-06-14 21:42:56
10126551,6192138,16777473,2026-07-30 14:47:22,2026-07-10 10:05:01,2024-06-15 13:42:24
10126551,6220094,16777473,2026-07-30 14:47:22,2026-07-30 08:05:01,2024-06-07 22:43:21
10126551,6224330,16777473,2026-07-30 14:47:22,2026-07-26 02:05:01,2025-07-02 09:05:01
10126551,6225048,16777473,2026-07-30 14:47:22,2026-07-11 23:05:01,2025-07-02 09:05:01
10126551,6238136,16777473,2026-07-30 14:47:22,2026-07-10 10:05:01,2024-06-13 22:39:10
10126551,6238149,16777473,2026-07-30 14:47:22,2026-07-10 10:05:01,2024-06-14 21:42:56
10126551,6304628,16777473,2026-07-30 14:47:22,2026-07-10 10:05:01,2024-06-14 21:42:56
10126551,6325242,16777473,2026-07-30 14:47:22,2026-07-30 16:05:01,2024-05-31 10:49:01
10126551,6463839,16777473,2026-07-30 14:47:22,2026-07-10 10:05:01,2024-06-14 21:42:56
1140687,6483233,1,2026-07-30 00:05:01,2026-07-30 10:05:01,2025-06-03 00:05:01
10126551,6483233,16777473,2026-07-30 14:47:22,2026-07-30 15:05:01,2024-06-14 21:42:56
10126551,6507428,16777473,2026-07-30 14:47:22,2026-07-30 16:05:01,2024-06-14 21:42:56
10126551,6519847,16777473,2026-07-30 14:47:22,2026-07-15 16:19:23,2024-05-31 10:49:01
1140687,6553146,1,2026-07-30 00:05:01,2026-07-30 10:05:01,2025-06-20 00:05:01
10126551,6553146,16777473,2026-07-30 14:47:22,2026-07-30 08:05:01,2024-07-23 08:05:01
10126551,6553562,16777473,2026-07-30 14:47:22,2026-07-30 04:05:01,2024-07-31 22:05:01
10126551,6587462,16777473,2026-07-30 14:47:22,2026-07-10 10:05:01,2024-10-26 01:05:01
10126551,6611491,16777473,2026-07-30 14:47:22,2026-07-10 10:05:01,2024-12-12 22:05:01
1140687,6635630,1,2026-07-30 00:05:01,2026-07-30 10:05:01,2025-06-03 00:05:01
10126551,6635630,16777473,2026-07-30 14:47:22,2026-07-30 16:05:01,2025-02-07 00:05:01
10126551,6663561,16777473,2026-07-30 14:47:22,2026-07-10 10:05:01,2025-03-22 09:05:01
10126551,6688224,16777473,2026-07-30 14:47:22,2026-07-10 10:05:01,2025-05-05 21:05:01
10126551,6700880,16777473,2026-07-30 14:47:22,2026-07-11 20:35:52,2025-06-03 14:05:01
1140687,6707370,1,2026-07-30 00:05:01,2026-07-30 10:05:01,2025-06-20 00:05:01
10126551,6707370,16777473,2026-07-30 14:47:22,2026-07-30 16:05:01,2025-06-17 12:05:01
10126551,6709472,16777473,2026-07-30 14:47:22,2026-07-30 08:05:01,2025-07-01 09:05:01
10126551,6711441,16777473,2026-07-30 14:47:22,2026-07-30 16:05:01,2025-08-12 23:05:01
10126551,6718063,16777473,2026-07-30 14:47:22,2026-07-30 10:05:01,2025-08-08 19:05:01
10126551,6720255,16777473,2026-07-30 14:47:22,2026-07-16 11:05:01,2025-07-17 20:05:01
10126551,6747273,16777473,2026-07-30 14:47:22,2026-07-10 10:05:01,2025-09-23 09:05:01
1140687,6750612,1,2026-07-30 00:05:01,2026-07-30 10:05:01,2025-10-01 00:05:01
10126551,6750612,16777473,2026-07-30 14:47:22,2026-07-30 16:05:01,2025-10-07 23:05:01
