topic_id,reg_time,topic_poster,info_hash,tor_size_bytes,keeping_priority,seeder_last_seen,seeders,keeper_seeders,average_seeds_count,average_seeds_sum,topic_title
6179114,2,12882701,AE6C96E084C5A1A28D2FF3E435E89229C6F49265,70710395508,1,2026-07-31 02:21:01,28,1,"{7,24,24,24,24,24,24,24,24,24,23,24,24,24,24,24,24,24,24,23,25,24,24,24,25,24,24,26,24,24,24}","{194,636,657,700,672,651,616,628,662,634,610,718,703,654,792,689,577,598,561,551,566,560,586,611,583,690,626,625,615,643,659}","Корона / The Crown / Сезон: 1 / Серии: 1-10 из 10 (Бенжамин Карон, Стивен Долдри, Филип Мартин) [2016, Великобритания, США, драма, история, биография, HDR10, Dolby Vision, WEB-DL 2160p, 4k] [Hybrid] Dub (SDI Media) + Original + Sub (Rus, Eng)"
6344566,2,18905318,6C31AAF4E366CE6114FF728B8D9A645C6E839FDB,33356320301,1,2026-07-31 02:21:01,6,0,"{7,24,24,24,24,24,24,24,24,24,23,24,24,24,24,24,24,24,24,23,25,24,24,24,25,24,24,26,24,24,24}","{42,132,154,165,159,119,162,149,140,136,133,144,161,155,121,115,117,115,113,101,98,90,91,96,95,94,94,113,96,97,89}","Чёрный снег / Black Snow / Сезон: 1 / Серии: 1-6 из 6 (Сиан Дейвис, Мэттью Савилл) [2023, Австралия, драма, криминал, детектив, SDR, WEB-DL 2160p, 4k] 3 x MVO (Jaskier, TVShows, RuDub) + Original + Sub (Rus, Eng)"
6363298,2,18905318,E7757430354555F70F62A92323A1DC1172F0175D,33549780129,1,2026-07-31 02:21:01,6,2,"{7,24,24,24,24,24,24,24,24,24,23,24,24,24,24,24,24,24,24,23,25,24,24,24,25,24,24,26,24,24,24}","{37,132,125,124,135,137,156,140,141,143,144,138,109,130,137,147,157,157,151,143,139,134,131,136,166,157,145,155,161,155,145}","Абсолютно всё в порядке / Всё просто зашибись! / Totally Completely Fine / Сезон: 1 / Серии: 1-6 из 6 (Люси Гаффи, Адриан Чиарелла) [2023, Австралия, комедия, HEVC, SDR, WEB-DL 2160p, 4k] MVO (Ozz) + Original + Sub (Rus, Eng)"
6368999,2,18905318,2A34683E136B40BC8B1CF946D3BD7B4E9E2532D4,45868330983,1,2026-07-31 02:21:01,6,2,"{7,24,24,24,24,24,24,24,24,24,23,24,24,24,24,24,24,24,24,23,25,24,24,24,25,24,24,26,24,24,24}","{35,107,107,108,114,87,100,118,101,99,107,112,114,127,147,138,143,134,114,97,120,142,112,110,128,109,110,112,128,110,105}","Очищение / The Clearing / Сезон: 1 / Серии: 1-8 из 8 (Грейси Отто, Джеффри Уокер) [2023, Австралия, Триллер, драма, детектив, HEVC, SDR, WEB-DL 2160p, 4k] MVO (HDrezka Studio) + Original + Sub (Rus, Eng)"
6394304,2,12882701,A8B61E272079EED786E6F2DCF15F16B493BB8D96,51464157377,1,2026-07-31 02:21:01,3,2,"{7,24,24,24,24,24,24,24,24,24,23,24,24,24,24,24,24,24,24,23,25,24,24,24,25,24,24,26,24,24,24}","{21,71,69,72,73,75,71,93,85,89,80,86,103,100,96,105,104,107,106,92,85,83,91,103,110,85,96,93,89,92,84}","Потерянные цветы Элис Харт / The Lost Flowers of Alice Hart / Сезон: 1 / Серии: 1-7 из 7 (Глендин Айвин) [2023, Австралия, драма, HEVC, HDR10, HDR10+, Dolby Vision, WEB-DL 2160p, 4k] [Hybrid] 3x MVO + Ukr + Original (Eng) + Sub (Rus, Ukr, Eng)"
6394365,2,12882701,5790968E06CB5744C409986307C556AB640EAE52,65589276567,1,2026-07-31 02:21:01,3,2,"{7,24,24,24,24,24,24,24,24,24,23,24,24,24,24,24,24,24,24,23,25,24,24,24,25,24,24,26,24,24,24}","{22,78,78,78,79,75,71,77,76,88,71,68,51,56,62,68,76,58,62,73,71,72,67,72,82,75,95,85,76,84,69}","Потерянные цветы Элис Харт / The Lost Flowers of Alice Hart / Сезон: 1 / Серии: 1-7 из 7 (Глендин Айвин) [2023, Австралия, драма, Dolby Vision TV, WEB-DL 2160p, 4k] MVO (HDrezka Studio) + Ukr + Original (Eng) + Sub (Rus, Ukr, Eng)"
6404876,2,18905318,B5BDD13738C36F30C549D4CE4199B22F49BF23ED,50485081084,1,2026-07-31 02:21:01,4,2,"{7,24,24,24,24,24,24,24,24,24,23,24,24,24,24,24,24,24,24,23,25,24,24,24,25,24,24,26,24,24,24}","{25,92,86,89,85,82,82,89,85,86,83,87,84,81,89,94,117,109,117,96,83,91,106,110,118,109,103,116,112,116,104}","Потерянные цветы Элис Харт / The Lost Flowers of Alice Hart / Сезон: 1 / Серии: 1-7 из 7 (Глендин Айвин) [2023, Австралия, Драма, SDR, WEB-DL 2160p, 4k] 3 x MVO (NewStudio, HDRezka ,TVShows) + Original + Sub (Rus, Eng)"
6436098,2,18905318,FE8C47E417C915368C0D4FA047CDA6B10D0B3C31,22512352444,1,2026-07-31 02:21:01,4,2,"{7,24,24,24,24,24,24,24,24,24,23,24,24,24,24,24,24,24,24,23,25,24,24,24,25,24,24,26,24,24,24}","{23,62,60,63,63,62,72,87,100,85,71,77,95,99,100,98,93,101,98,96,88,79,78,79,88,80,92,102,84,88,85}","Волк как я / Wolf Like Me / Сезон: 2 / Серии: 1-7 из 7 (Эйб Форсайт) [2023, Австралия, фэнтези, мелодрама, комедия, триллер, HEVC, HDR10, WEB-DL 2160p, 4k] 2 x MVO (NewStudio, LostFilm) + Original + Sub (Rus, Eng)"
6444199,2,18905318,35195BC6531410CAE16FF55631D9FC7F32341F3D,61899512808,1,2026-07-31 02:21:01,5,0,"{7,24,24,24,24,24,24,24,24,24,23,24,24,24,24,24,24,24,24,23,25,24,24,24,25,24,24,26,24,24,24}","{33,176,166,181,189,188,135,118,115,126,96,115,110,128,142,125,119,116,159,126,112,116,94,120,103,124,132,131,131,126,140}","Дэдлок / Deadloch / Сезон: 1 / Серии: 1-8 из 8 (Бен Чессель, Бек Коул, Грейси Отто) [2023, Австралия, комедия, криминал, детектив, HEVC, HDR10+, WEB-DL 2160p, 4k] 2 x MVO (HDrezka Studio, TVShows) + Original + Sub (Rus, Eng)"
6448152,2,18905318,11B572E39C8A681D02E34FE5FE96FEAD76518404,23087822729,1,2026-07-31 02:21:01,6,2,"{7,24,24,24,24,24,24,24,24,24,23,24,24,24,24,24,24,24,24,23,25,24,24,24,25,24,24,26,24,24,24}","{31,109,87,76,72,75,80,94,97,95,90,94,105,105,113,109,109,123,118,100,98,89,89,93,98,94,97,105,96,96,86}","Убийства в пригороде / Scrublands / Сезон: 1 / Серии: 1-4 из 4 (Грег МакЛин) [2023, Австралия, триллер, криминал, HEVC, Dolby Vision, HDR10, WEB-DL 2160p, 4k] [Hybrid] 2x MVO (NewStudio, TVShows) + Original + Sub (Rus, Eng)"
